JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458942.3,0.8,,,Vis.,SPAO,,09,,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458942.3007,0.9,,,Vis.,DNO,,09,16,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.30972,0.85,,,Vis.,SGQ,U,bet Gem mv=1.16,alf Tau mv=0.86,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.31250,0.73,,,Vis.,BCAD,BU,0.37,0.87,"Procyon, Aldebaran","""Bright moonlight, little haze""",,,Z,,,,ALF ORI,,STD,,,,
2458942.31594,0.80,,,Vis.,PREB,U,Aldebaran (0.90),-,10star,"""AC with k=0.30 for orange stars and 0.40 for V-band, because of brilliant red sunset; a checking with Rigel (0.13)""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2458942.31597,0.65,,,Vis.,AJAC,,0.4 (Alpha CMi),0.9 (Alpha Tau),Star Chart for alpha,Argelander Method,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458942.33,0.9,,,Vis.,KTZ,B,04,12,HIP,MOON,,,Z,,,,ALF ORI,,STD,,,,
2458942.330,0.8,,,Vis.,SAC,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458942.33542,0.8,,,Vis.,CQP,,09,,10Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.34028,0.8,,,Vis.,REE,B,0.4,1.2,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.35069,0.85,,,Vis.,SGQ,U,bet Gem mv=1.16,alf Gem mv=1.64,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.382,0.7,,,Vis.,ATE,,Procion 04,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458942.4,0.9,,,Vis.,GZN,,09,,10STAR TUTORIAL 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.4542,0.7,,,Vis.,AAX,BK,04,11,ATLAS,MOON BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458942.50347,0.7,,,Vis.,MDP,B,04,09,from article,moon close; twilight,,,Z,,,,ALF ORI,RASC,STD,,,,
2458942.54097,0.7,,,Vis.,SSHA,B,04,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.5838,0.774,0.005,,V,DFR,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 5.9893; D(B-V)=0.903; ,1,2.103,Z,4.082,5.989,,ALF ORI,,STD,,,,
2458942.6494,2.689,0.008,,B,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.966|K_B=0.27|KK_BV=-0.051|TB_BV=0.064|CREFMAG=5.039|PROG=TJC_PEP_6.7|COMMENT=NOCHECKSTAR; 16 BIT OVERFLOWS CORRECTED|,1,1.51,Z,-3.024,0.0,,ALF ORI,AAVSO,STD,,,,
2458942.6498,0.766,0.005,,V,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.966|K_V=0.16|TV_BV=-0.037|CREFMAG=4.082|PROG=TJC_PEP_6.7|COMMENT=NOCHECKSTAR; 16 BIT OVERFLOWS CORRECTED|,1,1.51,Z,-3.886,0.0,,ALF ORI,AAVSO,STD,,,,
2458942.6601,-1.567,0.005,,I,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=VI|DELTA_EST=1.300|K_I_EST=0.10|TI_I=0.006|CREFMAG=3.068|PROG=TJC_PEP_6.7|COMMENT=NOCHECKSTAR|,1,1.58,Z,-4.770,0.0,,ALF ORI,AAVSO,STD,,,,
2458942.66667,0.7,,,Vis.,HRBA,B,09,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458942.69444,0.6,,,Vis.,PJI,,0.34,0.85,A,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458943.19472,1.803,0.002,,TB,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,2.23,1.905,,alf Ori,,STD,,,,
2458943.19472,0.516,0.001,,TG,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.074,1.522,,alf Ori,,STD,,,,
2458943.19472,-0.105,0.002,,TR,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,0.516,1.649,,alf Ori,,STD,,,,
2458943.250,0.8,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.25000,0.7,,,Vis.,TTU,,0.87,"""1.16, 0.40""",J,,,,Z,,,,ALF ORI,,STD,,,,
2458943.2951,0.8,,,Vis.,HGUA,,"""09,04""",,10STARTUTORIAL,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458943.29722,0.6,,,Vis.,MVO,U,04,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458943.29792,0.8,,,Vis.,CMAE,,0.85,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.3,0.7,,,Vis.,SPAO,,09,,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458943.3,0.7,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458943.3014,1.06,,,Vis.,DXAA,B,9,17,ALDEBARAN/BET TAU,UNAIDED EYE/CLEAR/MOON 11-DAYS,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458943.3056,0.8,,,Vis.,KTHA,K,NA,,NA,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458943.3056,0.8,,,Vis.,LCR,,04,"""09,12""",Tycho-2,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458943.31240,0.78,,,Vis.,PREB,,Aldebaran (0.90),Procyon (0.37),10star,"""AC, with k=0.18 for alf Ori, alf Tau and 0.24 for alf CMi""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2458943.31250,0.74,,,Vis.,DMIB,K,0.07,0.87,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458943.3148,0.780,0.004,,V,BVE,,SAO 112958,SAO 113186,PEP,"""| DUSK AND MOONLIGHT | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TV_BV=-0,034 | K_V_EST=0,25 | DELTA=1,014 | CREFMAG=4,082 | PROG=PEP_BVI_V2.0.XLS |""",1,1.83,Z,-3.438,-1.486,,alf Ori,KNVWS,STD,,,,
2458943.3155,2.751,0.014,,B,BVE,,SAO 112958,SAO 113186,PEP,"""| DUSK AND MOONLIGHT | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TB_BV=0,146 | K_B_EST=0,38 | KK_BV=-0,0693 | DELTA=1,014 | CREFMAG=5,039 | PROG=PEP_BVI_V2.0.XLS |""",1,1.84,Z,-2.358,-0.123,,ALF ORI,KNVWS,STD,,,,
2458943.31806,0.7,,,Vis.,ATOB,,04,09,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458943.31944,0.7,,,Vis.,RJOC,K,Alp Tau,Alp CMi,skymap.org,Madrid (Spain),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.33750,0.80,,,Vis.,SGQ,,bet Gem mv=1.16,alf Tau mv=0.86,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.34028,0.7,,,Vis.,BLP,,16,08,HAA/VSS,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458943.34861,0.9,,,Vis.,OJR,,0.9,,AAVSO Alert Notice,,,,Z,,,,BETELGEUSE,,STD,,,,
2458943.3604,0.80,,,Vis.,MJZ,,0.36,1.14,X25041LX,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458943.382,0.7,,,Vis.,ATE,,Procion 04,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458943.39079,0.76,,,Vis.,SGQ,L,bet Gem mv=1.16,alf Gem mv=1.64,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.4104,0.8,,,Vis.,AAX,BK,04,09,ATLAS,MOON TWILIGHT BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458943.46875,0.7,,,Vis.,SHA,,0.4,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.521,0.7,,,Vis.,RMAF,,09,04,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.53403,0.7,,,Vis.,SSHA,B,09,04,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458943.6179,0.713,0.028,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused. Hour angle = 2:18""",0,1.329,Z,-4.701,-1.543,,BETELGEUSE,AAVSO,STD,,,,
2458944.24444,0.6,,,Vis.,MAV,B,09,,X25130VR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.250,0.8,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.26736,0.86,,,Vis.,MAEA,,0.1,1.9,X25246LP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.27847,0.6,,,Vis.,DCMA,BK,1.0,,X24965K,Non AAVSO chart. Naked eye observation.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.280,0.9,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458944.2806,0.653,0.008,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.70,Z,1.64,1.885,,ALF ORI,AAVSO,STD,,,,
2458944.28125,0.9,,,Vis.,AJV,,"""04,09""",16,standard,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458944.2826,0.647,0.008,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.72,Z,1.64,1.865,,ALF ORI,AAVSO,STD,,,,
2458944.29167,0.8,,,Vis.,SYRA,B,87 Tau,,VSP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.29236,0.69,,,Vis.,SIV,,0.85,,X24958AUE,,,,Z,,,,ALF ORI,,STD,,,,
2458944.2965,0.9,,,Vis.,VFK,K,04,12,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458944.29861,0.7,,,Vis.,RRO,B,04,09,10-star training,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.3,0.88,,,Vis.,BDI,,08,16,1990,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458944.3,0.7,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458944.30347,0.6,,,Vis.,CMAE,,0.85,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.3116,0.772,0.018,,V,BVE,,SAO 112958,SAO 113186,PEP,"""| DURING DUSK AND MOONLIGHT | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TV_BV=-0,034 | K_V_EST=0,25 | DELTA=1,038 | CREFMAG=4,082 | PROG=PEP_BVI_V2.0.XLS |""",1,1.82,Z,-3.472,-1.535,,ALF ORI,KNVWS,STD,,,,
2458944.312,2.767,0.023,,B,BVE,,SAO 112958,SAO 113186,PEP,"""| DURING DUSK AND MOONLIGHT | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TB_BV=0,146 | K_B_EST=0,38 | KK_BV=-0,0693 | DELTA=1,038 | CREFMAG=5,039 | PROG=PEP_BVI_V2.0.XLS |""",1,1.83,Z,-2.386,-0.149,,ALF ORI,KNVWS,STD,,,,
2458944.31250,0.7,,,Vis.,MPIB,B,0.9,0.4,Stellarium 0.12.4,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.31250,0.74,,,Vis.,DMIB,K,0.07,0.87,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458944.32010,0.74,,,Vis.,PREB,,Aldebaran (0.90),Procyon (0.37),10star,AC with k=0.21 for orange stars and 0.28 for V-band,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458944.33264,0.8,,,Vis.,SGQ,U,bet Gem mv=1.16,alf Gem mv=1.64,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.3417,0.6,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458944.354,0.9,,,Vis.,PYG,,BETAGEM+3,,AAVSO 2008,,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2458944.3569,0.7,,,Vis.,RKE,K,04,09,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458944.38056,0.61,,,Vis.,SGQ,,bet Gem mv=1.16,alf Gem mv=1.64,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.4,0.7,,,Vis.,JTP,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458944.40625,0.73,,,Vis.,BCAD,B,0.37,0.87,"Procyon, Aldebaran",Bright moonlight,,,Z,,,,ALF ORI,,STD,,,,
2458944.4285,0.8,,,Vis.,AAX,BK,04,09,ATLAS,MOON BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458944.52431,0.8,,,Vis.,PRUA,,0.9,1.6,X24958DVL,Unaided Eye,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458944.55308,0.9,,,Vis.,SRGA,B,1.1,0.9,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.56944,0.5,,,Vis.,CBRB,BK,0.3,0.4,SkySafari,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.6040,-3.152,0.005,,J,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458944.6040,-3.933,0.011,,H,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458944.63333,0.9,,,Vis.,MJHA,B,0.9,,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458944.99514,0.9,,,Vis.,PEX,B,09,,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.250,0.7,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.25000,0.6,,,Vis.,MVH,,0.4,0.9,10star tutorial ,"""0.4 procyon, 0.9 aldebaran""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.26389,0.91,,,Vis.,MAEA,,0.1,1.9,X25246LP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.2701,0.743,0.01,,TG,SIV,,08,,X24958AUE,"""Average 3 images ISO 200, exp. 1.6 sec. Lens 18-55, Canon 350D.""",0,,Z,0.85,,,ALF ORI,,STD,,,,
2458945.2848,0.740,0.019,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.76,Z,1.64,1.825,,ALF ORI,AAVSO,STD,,,,
2458945.2868,0.9,,,Vis.,VFK,K,04,12,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458945.2872,0.697,0.011,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.78,Z,1.64,1.787,,ALF ORI,AAVSO,STD,,,,
2458945.290,0.9,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458945.2903,0.8,,,Vis.,DNO,,03,09,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.3,0.7,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458945.3137,0.718,0.012,,V,BVE,,SAO 112958,SAO 113186,PEP,"""| DURING DUSK AND MOONLIGHT | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TV_BV=-0,034 | K_V_EST=0,25 | DELTA=1,055 | CREFMAG=4,082 | PROG=PEP_BVI_V2.0.XLS |""",1,1.86,Z,-3.423,-1.465,,ALF ORI,KNVWS,STD,,,,
2458945.3141,2.731,0.015,,B,BVE,,SAO 112958,SAO 113186,PEP,"""| DURING DUSK AND MOONLIGHT | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TB_BV=0,146 | K_B_EST=0,38 | KK_BV=-0,0693 | DELTA=1,055 | CREFMAG=5,039 | PROG=PEP_BVI_V2.0.XLS |""",1,1.87,Z,-2.329,-0.08,,ALF ORI,KNVWS,STD,,,,
2458945.3250,0.6,,,Vis.,RKE,K,04,09,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458945.33488,0.78,,,Vis.,PREB,,Aldebaran (0.90),Procyon (0.37),10star,AC,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458945.34,0.8,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458945.34306,0.76,,,Vis.,SGQ,U,bet Gem mv=1.16,alf Gem mv=1.64,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.363,0.8,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.3750,0.7,,,Vis.,WJOB,,04/09,,NA,BRIGHT MOON.,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458945.378,0.64,,,Vis.,WBOA,,0.86 Aldebaran,0.12 Rigel,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.4125,0.7,,,Vis.,AAX,BK,04,09,ATLAS,MOON BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458945.53819,0.65,,,Vis.,SSHA,B,04,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.58,0.6,,,Vis.,FRIB,B,04,09,X24962ADH,Moon 2 days from full.,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458945.61597,0.7,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458945.67240,0.64,,,Vis.,CTX,B,Pollux,Aldebaran,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.15889,2.013,0.001,,TB,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,2.084,1.981,,alf Ori,,STD,,,,
2458946.15889,0.836,0.001,,TG,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,0.973,1.643,,alf Ori,,STD,,,,
2458946.15889,0.101,0.001,,TR,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,0.398,1.691,,alf Ori,,STD,,,,
2458946.256,0.7,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.274,0.7,,,Vis.,VOL,,04,09,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.2748,0.662,0.013,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.70,Z,1.64,1.816,,ALF ORI,AAVSO,STD,,,,
2458946.2841,0.690,0.012,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.78,Z,1.64,1.836,,ALF ORI,AAVSO,STD,,,,
2458946.28472,0.55,,,Vis.,MVO,B,04,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458946.2854,0.9,,,Vis.,REP,,05,11,1990,,,,Z,,,,ALF ORI,AJC,STD,,,,
2458946.290,0.8,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458946.29167,0.7,,,Vis.,MPIB,B,0.9,0.4,Stellarium 0.12.4,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.29167,0.7,,,Vis.,SYRA,B,87 Tau,,vsp,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.29514,0.67,,,Vis.,DMIB,K,0.07,0.87,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458946.29653,0.62,,,Vis.,DMIB,K,0.36,0.87,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458946.3,0.72,,,Vis.,BDI,,04,08,1990,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458946.3,0.7,,,Vis.,SPAO,,04,09,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458946.3,0.7,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458946.3181,0.9,,,Vis.,VFK,,04,12,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458946.32,0.9,,,Vis.,KTZ,B,04,12,HIP,MOON,,,Z,,,,ALF ORI,,STD,,,,
2458946.32334,0.64,0.04,,TG,KMWA,K,Aldebaran,Ain,Cartes du Ciel,,1,"1,99",Z,0.86,3.53,,BETELGEUSE,BAV,STD,,,,
2458946.32334,2.35,0.13,,TB,KMWA,K,Aldebaran,Ain,Cartes du Ciel,,0,1.99,Z,2.41,4.54,,BETELGEUSE,BAV,STD,,,,
2458946.33750,0.6,,,Vis.,ATOB,,04,09,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458946.3514,0.5,,,Vis.,RKE,K,04,09,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458946.38056,0.58,,,Vis.,SGQ,,bet Gem mv=1.16,alf Gem mv=1.64,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.5,1.2,,,Vis.,SHS,BU,16,11,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458946.55625,0.6,,,Vis.,TJGA,B,04,09,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.56631,0.8,,,Vis.,SRGA,B,0.9,0.4,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.60069,0.9,,,Vis.,MJHA,B,0.9,,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458946.62847,0.9,,,Vis.,HUZ,B,04,09,10-star tutorial 202,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.20152,1.734,0.002,,TB,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,2.301,1.885,,alf Ori,,STD,,,,
2458947.20152,-0.204,0.002,,TR,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,0.511,1.554,,alf Ori,,STD,,,,
2458947.20152,0.344,0.001,,TG,OAAA,B,000-BBH-168,000-BBJ-700,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.024,1.393,,alf Ori,,STD,,,,
2458947.256,0.6,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.290,0.8,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458947.29097,0.6,,,Vis.,CMAE,,0.85,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.2910,0.661,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.88,Z,1.64,1.798,,ALF ORI,AAVSO,STD,,,,
2458947.29167,0.7,,,Vis.,SYRA,B,87 Tau,,vsp,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.30,0.7,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458947.30556,0.70,,,Vis.,BCAD,B,0.37,0.87,"Procyon, Aldebaran",Moonlight. Procyon standing higher in the sky,,,Z,,,,ALF ORI,,STD,,,,
2458947.31250,0.6,,,Vis.,MPIB,B,0.9,0.4,Stellarium 0.12.4,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.3188,0.7,,,Vis.,DNO,,03,09,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.3333,1.05,,,Vis.,DXAA,B,9,17,ALDEBARAN/BET TAU,UNAIDED EYE/CLEAR/MOON 15-DAYS,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458947.37500,0.62,,,Vis.,SGQ,L,Alf CMi mv=0.37,alf Tau mv=0.86,Tirion2000.0/simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.378,0.5,,,Vis.,WBOA,,0.86 Aldebaran,0.12 Rigel,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.3993,0.9,,,Vis.,PJOF,,9,11,10 Star +,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458947.4,1.3,,,Vis.,SHS,BU,16,11,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458947.53681,0.65,,,Vis.,SSHA,B,04,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.55208,0.7,,,Vis.,PRUA,,0.9,1.6,X24958DVL,Unaided Eye,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458947.9014,0.6,,,Vis.,SRX,,04,09,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458947.95208,0.9,,,Vis.,PEX,B,09,,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458948.256,0.6,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
